ScanID,QRType,MachineID,MachineName,TechID,TechName,ScanDateTime,LinkedWOID,Action,CellID
SC-000930,Machine QR,MC-013,Deburring Unit DB-01,TECH-05,Prakash R,2025-10-24T08:19:00,,Log Abnormality,CELL-03
SC-000931,Machine QR,MC-022,Leak Test Rig LT-01,TECH-08,Karthik V,2025-10-24T12:34:00,,Log Abnormality,CELL-05
SC-000932,Technician QR,,,TECH-08,Karthik V,2025-10-25T06:37:00,,Open My PM List,
SC-000933,Technician QR,,,TECH-07,Ramesh Chandran,2025-10-25T07:59:00,,Open My PM List,
SC-000934,Machine QR,MC-005,Chip Conveyor CC-01,TECH-02,Suresh Babu,2025-10-25T18:44:00,,View Last PM,CELL-01
SC-000935,Machine QR,MC-008,VMC MC-01,TECH-07,Ramesh Chandran,2025-10-25T21:11:00,,Request Spare,CELL-02
SC-000936,Machine QR,MC-026,Paint Chiller CH-02,TECH-03,Mohammed Rafi,2025-10-26T06:35:00,,View Last PM,CELL-06
SC-000937,Technician QR,,,TECH-09,Sathish Kumar,2025-10-27T09:07:00,,Open My PM List,
SC-000938,Technician QR,,,TECH-08,Karthik V,2025-10-27T09:34:00,,Open My PM List,
SC-000939,Machine QR,MC-028,Robot Weld Cell RW-02,TECH-10,Naveen Raj,2025-10-27T10:06:00,,View Last PM,CELL-07
SC-000940,Machine QR,MC-015,Sealed Quench SQ-02,TECH-04,Vignesh S,2025-10-28T13:46:00,,Request Spare,CELL-04
SC-000941,Technician QR,,,TECH-01,Arun Kumar,2025-10-29T09:27:00,,Open My PM List,
SC-000942,Technician QR,,,TECH-09,Sathish Kumar,2025-10-29T11:25:00,,Open My PM List,
SC-000943,Technician QR,,,TECH-01,Arun Kumar,2025-10-29T13:01:00,,Open My PM List,
SC-000944,Technician QR,,,TECH-08,Karthik V,2025-10-30T09:45:00,,Open My PM List,
SC-000945,Technician QR,,,TECH-05,Prakash R,2025-10-31T17:01:00,,Open My PM List,
SC-000946,Machine QR,MC-005,Chip Conveyor CC-01,TECH-01,Arun Kumar,2025-10-31T20:02:00,,View Last PM,CELL-01
SC-000947,Technician QR,,,TECH-10,Naveen Raj,2025-11-01T06:39:00,,Open My PM List,
SC-000948,Machine QR,MC-027,Robot Weld Cell RW-01,TECH-10,Naveen Raj,2025-11-01T22:22:00,,View Last PM,CELL-07
SC-000949,Technician QR,,,TECH-10,Naveen Raj,2025-11-02T18:16:00,,Open My PM List,
SC-000950,Technician QR,,,TECH-04,Vignesh S,2025-11-02T19:25:00,,Open My PM List,
SC-000951,Technician QR,,,TECH-09,Sathish Kumar,2025-11-03T06:08:00,,Open My PM List,
SC-000952,Machine QR,MC-022,Leak Test Rig LT-01,TECH-06,Deepak Nair,2025-11-03T06:33:00,,Log Abnormality,CELL-05
SC-000953,Machine QR,MC-032,Hyd Press HP-02,TECH-07,Ramesh Chandran,2025-11-03T07:51:00,,View Last PM,CELL-08
SC-000954,Technician QR,,,TECH-05,Prakash R,2025-11-03T09:22:00,,Open My PM List,
SC-000955,Machine QR,MC-031,Hyd Press HP-01,TECH-03,Mohammed Rafi,2025-11-03T12:13:00,,Request Spare,CELL-08
SC-000956,Technician QR,,,TECH-07,Ramesh Chandran,2025-11-05T21:44:00,,Open My PM List,
SC-000957,Machine QR,MC-014,Sealed Quench SQ-01,TECH-02,Suresh Babu,2025-11-06T08:18:00,WO-00140,Start PM Checklist,CELL-04
SC-000958,Technician QR,,,TECH-08,Karthik V,2025-11-07T07:33:00,,Open My PM List,
SC-000959,Technician QR,,,TECH-09,Sathish Kumar,2025-11-07T11:09:00,,Open My PM List,
SC-000960,Machine QR,MC-001,CNC Lathe TL-01,TECH-01,Arun Kumar,2025-11-08T10:32:00,WO-00021,Start PM Checklist,CELL-01
SC-000961,Technician QR,,,TECH-03,Mohammed Rafi,2025-11-08T11:24:00,,Open My PM List,
SC-000962,Technician QR,,,TECH-05,Prakash R,2025-11-08T16:20:00,,Open My PM List,
SC-000963,Machine QR,MC-011,Gear Hobber GH-02,TECH-03,Mohammed Rafi,2025-11-09T11:16:00,,Request Spare,CELL-03
SC-000964,Technician QR,,,TECH-07,Ramesh Chandran,2025-11-09T16:24:00,,Open My PM List,
SC-000965,Machine QR,MC-002,CNC Lathe TL-02,TECH-03,Mohammed Rafi,2025-11-10T09:01:00,WO-00022,Start PM Checklist,CELL-01
SC-000966,Technician QR,,,TECH-06,Deepak Nair,2025-11-10T11:07:00,,Open My PM List,
SC-000967,Technician QR,,,TECH-07,Ramesh Chandran,2025-11-10T15:18:00,,Open My PM List,
SC-000968,Technician QR,,,TECH-03,Mohammed Rafi,2025-11-10T15:24:00,,Open My PM List,
SC-000969,Machine QR,MC-025,Curing Oven CO-01,TECH-04,Vignesh S,2025-11-11T13:18:00,,Log Abnormality,CELL-06
SC-000970,Technician QR,,,TECH-09,Sathish Kumar,2025-11-11T15:16:00,,Open My PM List,
SC-000971,Technician QR,,,TECH-01,Arun Kumar,2025-11-11T21:15:00,,Open My PM List,
SC-000972,Technician QR,,,TECH-07,Ramesh Chandran,2025-11-12T10:01:00,,Open My PM List,
SC-000973,Technician QR,,,TECH-03,Mohammed Rafi,2025-11-12T15:01:00,,Open My PM List,
SC-000974,Technician QR,,,TECH-06,Deepak Nair,2025-11-12T19:38:00,,Open My PM List,
SC-000975,Technician QR,,,TECH-08,Karthik V,2025-11-13T07:07:00,,Open My PM List,
SC-000976,Machine QR,MC-015,Sealed Quench SQ-02,TECH-06,Deepak Nair,2025-11-13T10:49:00,WO-00141,Start PM Checklist,CELL-04
SC-000977,Technician QR,,,TECH-01,Arun Kumar,2025-11-14T14:05:00,,Open My PM List,
SC-000978,Machine QR,MC-016,Tempering Furnace TF-01,TECH-02,Suresh Babu,2025-11-14T14:44:00,,View Last PM,CELL-04
SC-000979,Machine QR,MC-032,Hyd Press HP-02,TECH-06,Deepak Nair,2025-11-14T21:14:00,,View Last PM,CELL-08
SC-000980,Technician QR,,,TECH-04,Vignesh S,2025-11-15T11:16:00,,Open My PM List,
SC-000981,Technician QR,,,TECH-02,Suresh Babu,2025-11-15T14:57:00,,Open My PM List,
SC-000982,Machine QR,MC-008,VMC MC-01,TECH-08,Karthik V,2025-11-16T07:34:00,,View Last PM,CELL-02
SC-000983,Technician QR,,,TECH-03,Mohammed Rafi,2025-11-16T15:59:00,,Open My PM List,
SC-000984,Technician QR,,,TECH-09,Sathish Kumar,2025-11-16T21:18:00,,Open My PM List,
SC-000985,Technician QR,,,TECH-03,Mohammed Rafi,2025-11-17T09:41:00,,Open My PM List,
SC-000986,Machine QR,MC-029,Positioner PZ-01,TECH-02,Suresh Babu,2025-11-17T11:45:00,,View Last PM,CELL-07
SC-000987,Technician QR,,,TECH-09,Sathish Kumar,2025-11-17T12:41:00,,Open My PM List,
SC-000988,Machine QR,MC-016,Tempering Furnace TF-01,TECH-05,Prakash R,2025-11-17T15:53:00,WO-00142,Start PM Checklist,CELL-04
SC-000989,Machine QR,MC-004,Bar Feeder BF-01,TECH-07,Ramesh Chandran,2025-11-17T20:20:00,,View Last PM,CELL-01
SC-000990,Technician QR,,,TECH-08,Karthik V,2025-11-18T06:10:00,,Open My PM List,
SC-000991,Machine QR,MC-003,CNC Lathe TL-03,TECH-02,Suresh Babu,2025-11-18T07:57:00,WO-00023,Start PM Checklist,CELL-01
SC-000992,Machine QR,MC-006,CNC Lathe TL-04,TECH-04,Vignesh S,2025-11-18T09:07:00,,View Last PM,CELL-02
SC-000993,Machine QR,MC-004,Bar Feeder BF-01,TECH-01,Arun Kumar,2025-11-18T14:03:00,WO-00024,Start PM Checklist,CELL-01
SC-000994,Machine QR,MC-008,VMC MC-01,TECH-02,Suresh Babu,2025-11-18T16:01:00,,Log Abnormality,CELL-02
SC-000995,Technician QR,,,TECH-04,Vignesh S,2025-11-18T20:50:00,,Open My PM List,
SC-000996,Technician QR,,,TECH-03,Mohammed Rafi,2025-11-18T22:42:00,,Open My PM List,
SC-000997,Machine QR,MC-030,Weld Compressor AC-02,TECH-04,Vignesh S,2025-11-19T06:09:00,,Report Breakdown,CELL-07
SC-000998,Machine QR,MC-007,CNC Lathe TL-05,TECH-04,Vignesh S,2025-11-19T18:25:00,,View Last PM,CELL-02
SC-000999,Machine QR,MC-019,Assembly Stn AS-01,TECH-07,Ramesh Chandran,2025-11-19T22:45:00,,Request Spare,CELL-05
SC-001000,Machine QR,MC-017,Quench Oil Chiller CH-01,TECH-02,Suresh Babu,2025-11-20T08:55:00,WO-00143,Start PM Checklist,CELL-04
SC-001001,Machine QR,MC-020,Assembly Stn AS-02,TECH-06,Deepak Nair,2025-11-20T17:25:00,,View Last PM,CELL-05
SC-001002,Machine QR,MC-015,Sealed Quench SQ-02,TECH-01,Arun Kumar,2025-11-21T09:24:00,,Record Spare Replaced,CELL-04
SC-001003,Technician QR,,,TECH-05,Prakash R,2025-11-21T21:28:00,,Open My PM List,
SC-001004,Machine QR,MC-008,VMC MC-01,TECH-10,Naveen Raj,2025-11-21T21:40:00,,Request Spare,CELL-02
SC-001005,Technician QR,,,TECH-04,Vignesh S,2025-11-22T12:11:00,,Open My PM List,
SC-001006,Machine QR,MC-031,Hyd Press HP-01,TECH-10,Naveen Raj,2025-11-22T14:53:00,,Log Abnormality,CELL-08
SC-001007,Technician QR,,,TECH-06,Deepak Nair,2025-11-23T07:24:00,,Open My PM List,
SC-001008,Machine QR,MC-005,Chip Conveyor CC-01,TECH-03,Mohammed Rafi,2025-11-23T14:39:00,WO-00025,Start PM Checklist,CELL-01
SC-001009,Technician QR,,,TECH-07,Ramesh Chandran,2025-11-24T13:59:00,,Open My PM List,
SC-001010,Machine QR,MC-025,Curing Oven CO-01,TECH-03,Mohammed Rafi,2025-11-25T10:37:00,,Report Breakdown,CELL-06
SC-001011,Machine QR,MC-016,Tempering Furnace TF-01,TECH-02,Suresh Babu,2025-11-26T07:36:00,,Record Spare Replaced,CELL-04
SC-001012,Machine QR,MC-018,HT Compressor AC-01,TECH-06,Deepak Nair,2025-11-26T12:10:00,WO-00144,Start PM Checklist,CELL-04
SC-001013,Machine QR,MC-008,VMC MC-01,TECH-06,Deepak Nair,2025-11-26T14:22:00,,Log Abnormality,CELL-02
SC-001014,Machine QR,MC-021,Assembly Stn AS-03,TECH-04,Vignesh S,2025-11-26T18:09:00,,Report Breakdown,CELL-05
SC-001015,Technician QR,,,TECH-07,Ramesh Chandran,2025-11-26T18:37:00,,Open My PM List,
SC-001016,Machine QR,MC-015,Sealed Quench SQ-02,TECH-08,Karthik V,2025-11-27T12:10:00,,Request Spare,CELL-04
SC-001017,Technician QR,,,TECH-01,Arun Kumar,2025-11-27T12:48:00,,Open My PM List,
SC-001018,Technician QR,,,TECH-01,Arun Kumar,2025-11-27T21:46:00,,Open My PM List,
SC-001019,Technician QR,,,TECH-10,Naveen Raj,2025-11-28T10:20:00,,Open My PM List,
SC-001020,Machine QR,MC-019,Assembly Stn AS-01,TECH-04,Vignesh S,2025-11-30T06:47:00,,Log Abnormality,CELL-05
SC-001021,Machine QR,MC-012,Gear Shaver GS-01,TECH-02,Suresh Babu,2025-12-01T11:43:00,,Request Spare,CELL-03
SC-001022,Technician QR,,,TECH-09,Sathish Kumar,2025-12-02T08:50:00,,Open My PM List,
SC-001023,Technician QR,,,TECH-06,Deepak Nair,2025-12-02T19:23:00,,Open My PM List,
SC-001024,Machine QR,MC-027,Robot Weld Cell RW-01,TECH-04,Vignesh S,2025-12-03T12:46:00,WO-00237,Start PM Checklist,CELL-07
SC-001025,Machine QR,MC-015,Sealed Quench SQ-02,TECH-03,Mohammed Rafi,2025-12-03T16:54:00,,Report Breakdown,CELL-04
SC-001026,Technician QR,,,TECH-08,Karthik V,2025-12-04T07:59:00,,Open My PM List,
SC-001027,Technician QR,,,TECH-10,Naveen Raj,2025-12-04T09:48:00,,Open My PM List,
SC-001028,Machine QR,MC-007,CNC Lathe TL-05,TECH-05,Prakash R,2025-12-04T15:11:00,,Log Abnormality,CELL-02
SC-001029,Machine QR,MC-025,Curing Oven CO-01,TECH-01,Arun Kumar,2025-12-05T14:05:00,,Record Spare Replaced,CELL-06
SC-001030,Technician QR,,,TECH-05,Prakash R,2025-12-06T20:16:00,,Open My PM List,
SC-001031,Technician QR,,,TECH-05,Prakash R,2025-12-06T21:08:00,,Open My PM List,
SC-001032,Technician QR,,,TECH-07,Ramesh Chandran,2025-12-07T09:38:00,,Open My PM List,
SC-001033,Technician QR,,,TECH-10,Naveen Raj,2025-12-07T12:32:00,,Open My PM List,
SC-001034,Technician QR,,,TECH-08,Karthik V,2025-12-07T14:38:00,,Open My PM List,
SC-001035,Machine QR,MC-030,Weld Compressor AC-02,TECH-08,Karthik V,2025-12-07T14:48:00,,Request Spare,CELL-07
SC-001036,Technician QR,,,TECH-05,Prakash R,2025-12-08T06:43:00,,Open My PM List,
SC-001037,Technician QR,,,TECH-04,Vignesh S,2025-12-09T11:44:00,,Open My PM List,
SC-001038,Technician QR,,,TECH-03,Mohammed Rafi,2025-12-10T16:51:00,,Open My PM List,
SC-001039,Technician QR,,,TECH-07,Ramesh Chandran,2025-12-10T18:02:00,,Open My PM List,
SC-001040,Machine QR,MC-010,Gear Hobber GH-01,TECH-04,Vignesh S,2025-12-11T11:00:00,,View Last PM,CELL-03
SC-001041,Technician QR,,,TECH-01,Arun Kumar,2025-12-12T14:40:00,,Open My PM List,
SC-001042,Technician QR,,,TECH-08,Karthik V,2025-12-13T19:19:00,,Open My PM List,
SC-001043,Technician QR,,,TECH-02,Suresh Babu,2025-12-14T15:13:00,,Open My PM List,
SC-001044,Machine QR,MC-011,Gear Hobber GH-02,TECH-02,Suresh Babu,2025-12-14T16:40:00,,Log Abnormality,CELL-03
SC-001045,Technician QR,,,TECH-05,Prakash R,2025-12-14T18:45:00,,Open My PM List,
SC-001046,Technician QR,,,TECH-10,Naveen Raj,2025-12-14T21:29:00,,Open My PM List,
SC-001047,Technician QR,,,TECH-01,Arun Kumar,2025-12-16T07:04:00,,Open My PM List,
SC-001048,Technician QR,,,TECH-09,Sathish Kumar,2025-12-17T16:17:00,,Open My PM List,
SC-001049,Machine QR,MC-028,Robot Weld Cell RW-02,TECH-10,Naveen Raj,2025-12-18T10:46:00,,Report Breakdown,CELL-07
SC-001050,Machine QR,MC-029,Positioner PZ-01,TECH-08,Karthik V,2025-12-19T14:07:00,WO-00239,Start PM Checklist,CELL-07
SC-001051,Technician QR,,,TECH-01,Arun Kumar,2025-12-20T10:37:00,,Open My PM List,
SC-001052,Technician QR,,,TECH-08,Karthik V,2025-12-20T10:48:00,,Open My PM List,
SC-001053,Machine QR,MC-018,HT Compressor AC-01,TECH-06,Deepak Nair,2025-12-20T16:13:00,,Report Breakdown,CELL-04
SC-001054,Machine QR,MC-028,Robot Weld Cell RW-02,TECH-08,Karthik V,2025-12-20T18:06:00,,Log Abnormality,CELL-07
SC-001055,Machine QR,MC-014,Sealed Quench SQ-01,TECH-10,Naveen Raj,2025-12-20T20:05:00,,Request Spare,CELL-04
SC-001056,Technician QR,,,TECH-08,Karthik V,2025-12-21T14:21:00,,Open My PM List,
SC-001057,Technician QR,,,TECH-03,Mohammed Rafi,2025-12-21T20:46:00,,Open My PM List,
SC-001058,Machine QR,MC-016,Tempering Furnace TF-01,TECH-04,Vignesh S,2025-12-22T11:48:00,,Record Spare Replaced,CELL-04
SC-001059,Technician QR,,,TECH-10,Naveen Raj,2025-12-22T22:36:00,,Open My PM List,
SC-001060,Technician QR,,,TECH-08,Karthik V,2025-12-23T09:24:00,,Open My PM List,
SC-001061,Machine QR,MC-027,Robot Weld Cell RW-01,TECH-04,Vignesh S,2025-12-23T13:03:00,,Log Abnormality,CELL-07
SC-001062,Machine QR,MC-030,Weld Compressor AC-02,TECH-04,Vignesh S,2025-12-23T13:15:00,WO-00240,Start PM Checklist,CELL-07
SC-001063,Technician QR,,,TECH-03,Mohammed Rafi,2025-12-23T18:50:00,,Open My PM List,
SC-001064,Technician QR,,,TECH-08,Karthik V,2025-12-23T21:14:00,,Open My PM List,
SC-001065,Machine QR,MC-017,Quench Oil Chiller CH-01,TECH-05,Prakash R,2025-12-24T19:32:00,,View Last PM,CELL-04
SC-001066,Technician QR,,,TECH-02,Suresh Babu,2025-12-24T19:39:00,,Open My PM List,
SC-001067,Machine QR,MC-008,VMC MC-01,TECH-01,Arun Kumar,2025-12-25T20:11:00,,View Last PM,CELL-02
SC-001068,Technician QR,,,TECH-02,Suresh Babu,2025-12-25T20:46:00,,Open My PM List,
SC-001069,Technician QR,,,TECH-06,Deepak Nair,2025-12-26T11:30:00,,Open My PM List,
SC-001070,Technician QR,,,TECH-01,Arun Kumar,2025-12-28T11:25:00,,Open My PM List,
SC-001071,Machine QR,MC-024,Paint Booth PB-01,TECH-05,Prakash R,2025-12-28T12:37:00,,View Last PM,CELL-06
SC-001072,Technician QR,,,TECH-01,Arun Kumar,2025-12-28T13:05:00,,Open My PM List,
SC-001073,Technician QR,,,TECH-04,Vignesh S,2025-12-29T09:57:00,,Open My PM List,
SC-001074,Machine QR,MC-003,CNC Lathe TL-03,TECH-01,Arun Kumar,2025-12-29T12:09:00,,View Last PM,CELL-01
SC-001075,Technician QR,,,TECH-02,Suresh Babu,2025-12-29T12:20:00,,Open My PM List,
SC-001076,Machine QR,MC-014,Sealed Quench SQ-01,TECH-09,Sathish Kumar,2025-12-30T08:27:00,,Log Abnormality,CELL-04
SC-001077,Technician QR,,,TECH-07,Ramesh Chandran,2025-12-31T06:18:00,,Open My PM List,
SC-001078,Technician QR,,,TECH-06,Deepak Nair,2025-12-31T16:34:00,,Open My PM List,
SC-001079,Technician QR,,,TECH-10,Naveen Raj,2025-12-31T17:30:00,,Open My PM List,
SC-001080,Machine QR,MC-031,Hyd Press HP-01,TECH-09,Sathish Kumar,2026-01-01T20:46:00,,Request Spare,CELL-08
SC-001081,Technician QR,,,TECH-10,Naveen Raj,2026-01-02T07:49:00,,Open My PM List,
SC-001082,Technician QR,,,TECH-02,Suresh Babu,2026-01-03T12:19:00,,Open My PM List,
SC-001083,Technician QR,,,TECH-02,Suresh Babu,2026-01-03T15:31:00,,Open My PM List,
SC-001084,Technician QR,,,TECH-05,Prakash R,2026-01-03T15:42:00,,Open My PM List,
SC-001085,Technician QR,,,TECH-08,Karthik V,2026-01-04T07:38:00,,Open My PM List,
SC-001086,Technician QR,,,TECH-09,Sathish Kumar,2026-01-04T15:47:00,,Open My PM List,
SC-001087,Technician QR,,,TECH-06,Deepak Nair,2026-01-04T20:20:00,,Open My PM List,
SC-001088,Technician QR,,,TECH-09,Sathish Kumar,2026-01-07T07:45:00,,Open My PM List,
SC-001089,Technician QR,,,TECH-09,Sathish Kumar,2026-01-07T12:23:00,,Open My PM List,
SC-001090,Technician QR,,,TECH-10,Naveen Raj,2026-01-07T17:45:00,,Open My PM List,
SC-001091,Machine QR,MC-027,Robot Weld Cell RW-01,TECH-03,Mohammed Rafi,2026-01-07T19:26:00,,Record Spare Replaced,CELL-07
SC-001092,Technician QR,,,TECH-04,Vignesh S,2026-01-07T20:11:00,,Open My PM List,
SC-001093,Technician QR,,,TECH-08,Karthik V,2026-01-07T20:23:00,,Open My PM List,
SC-001094,Machine QR,MC-019,Assembly Stn AS-01,TECH-09,Sathish Kumar,2026-01-07T22:10:00,,Log Abnormality,CELL-05
SC-001095,Machine QR,MC-020,Assembly Stn AS-02,TECH-07,Ramesh Chandran,2026-01-08T10:56:00,WO-00201,Start PM Checklist,CELL-05
SC-001096,Machine QR,MC-020,Assembly Stn AS-02,TECH-07,Ramesh Chandran,2026-01-08T11:17:00,,Record Spare Replaced,CELL-05
SC-001097,Technician QR,,,TECH-09,Sathish Kumar,2026-01-08T18:08:00,,Open My PM List,
SC-001098,Machine QR,MC-019,Assembly Stn AS-01,TECH-07,Ramesh Chandran,2026-01-08T18:30:00,WO-00200,Start PM Checklist,CELL-05
SC-001099,Machine QR,MC-028,Robot Weld Cell RW-02,TECH-03,Mohammed Rafi,2026-01-09T08:12:00,,Log Abnormality,CELL-07
SC-001100,Technician QR,,,TECH-10,Naveen Raj,2026-01-09T10:34:00,,Open My PM List,
SC-001101,Machine QR,MC-015,Sealed Quench SQ-02,TECH-05,Prakash R,2026-01-09T17:52:00,WO-00146,Start PM Checklist,CELL-04
SC-001102,Technician QR,,,TECH-04,Vignesh S,2026-01-10T06:45:00,,Open My PM List,
SC-001103,Technician QR,,,TECH-02,Suresh Babu,2026-01-10T11:40:00,,Open My PM List,
SC-001104,Machine QR,MC-014,Sealed Quench SQ-01,TECH-01,Arun Kumar,2026-01-10T11:54:00,,Report Breakdown,CELL-04
SC-001105,Technician QR,,,TECH-05,Prakash R,2026-01-10T12:47:00,,Open My PM List,
SC-001106,Technician QR,,,TECH-09,Sathish Kumar,2026-01-10T17:27:00,,Open My PM List,
SC-001107,Machine QR,MC-033,Press Feeder PF-01,TECH-01,Arun Kumar,2026-01-10T21:17:00,,Log Abnormality,CELL-08
SC-001108,Technician QR,,,TECH-05,Prakash R,2026-01-10T22:06:00,,Open My PM List,
SC-001109,Technician QR,,,TECH-08,Karthik V,2026-01-11T13:15:00,,Open My PM List,
SC-001110,Technician QR,,,TECH-09,Sathish Kumar,2026-01-11T20:17:00,,Open My PM List,
SC-001111,Machine QR,MC-016,Tempering Furnace TF-01,TECH-10,Naveen Raj,2026-01-13T18:33:00,,View Last PM,CELL-04
SC-001112,Technician QR,,,TECH-06,Deepak Nair,2026-01-14T08:39:00,,Open My PM List,
SC-001113,Machine QR,MC-016,Tempering Furnace TF-01,TECH-02,Suresh Babu,2026-01-14T14:29:00,WO-00147,Start PM Checklist,CELL-04
SC-001114,Machine QR,MC-001,CNC Lathe TL-01,TECH-01,Arun Kumar,2026-01-14T14:43:00,,Record Spare Replaced,CELL-01
SC-001115,Technician QR,,,TECH-07,Ramesh Chandran,2026-01-15T12:16:00,,Open My PM List,
SC-001116,Technician QR,,,TECH-06,Deepak Nair,2026-01-15T20:45:00,,Open My PM List,
SC-001117,Technician QR,,,TECH-02,Suresh Babu,2026-01-16T09:56:00,,Open My PM List,
SC-001118,Machine QR,MC-021,Assembly Stn AS-03,TECH-07,Ramesh Chandran,2026-01-16T11:22:00,WO-00202,Start PM Checklist,CELL-05
SC-001119,Technician QR,,,TECH-09,Sathish Kumar,2026-01-17T19:03:00,,Open My PM List,
SC-001120,Machine QR,MC-026,Paint Chiller CH-02,TECH-05,Prakash R,2026-01-18T22:52:00,,Request Spare,CELL-06
SC-001121,Technician QR,,,TECH-01,Arun Kumar,2026-01-19T11:01:00,,Open My PM List,
SC-001122,Technician QR,,,TECH-08,Karthik V,2026-01-20T19:17:00,,Open My PM List,
SC-001123,Machine QR,MC-019,Assembly Stn AS-01,TECH-03,Mohammed Rafi,2026-01-20T21:00:00,,View Last PM,CELL-05
SC-001124,Machine QR,MC-031,Hyd Press HP-01,TECH-08,Karthik V,2026-01-21T08:23:00,,Log Abnormality,CELL-08
SC-001125,Technician QR,,,TECH-08,Karthik V,2026-01-21T11:20:00,,Open My PM List,
SC-001126,Technician QR,,,TECH-10,Naveen Raj,2026-01-21T11:40:00,,Open My PM List,
SC-001127,Technician QR,,,TECH-07,Ramesh Chandran,2026-01-22T12:24:00,,Open My PM List,
SC-001128,Machine QR,MC-022,Leak Test Rig LT-01,TECH-08,Karthik V,2026-01-22T16:57:00,,View Last PM,CELL-05
SC-001129,Machine QR,MC-025,Curing Oven CO-01,TECH-08,Karthik V,2026-01-23T13:04:00,,Log Abnormality,CELL-06
SC-001130,Machine QR,MC-017,Quench Oil Chiller CH-01,TECH-06,Deepak Nair,2026-01-23T14:40:00,WO-00148,Start PM Checklist,CELL-04
SC-001131,Machine QR,MC-021,Assembly Stn AS-03,TECH-05,Prakash R,2026-01-23T21:17:00,,Record Spare Replaced,CELL-05
SC-001132,Technician QR,,,TECH-04,Vignesh S,2026-01-24T09:36:00,,Open My PM List,
SC-001133,Technician QR,,,TECH-10,Naveen Raj,2026-01-24T16:32:00,,Open My PM List,
SC-001134,Technician QR,,,TECH-04,Vignesh S,2026-01-25T08:51:00,,Open My PM List,
SC-001135,Technician QR,,,TECH-09,Sathish Kumar,2026-01-25T09:23:00,,Open My PM List,
SC-001136,Technician QR,,,TECH-08,Karthik V,2026-01-25T11:43:00,,Open My PM List,
SC-001137,Technician QR,,,TECH-08,Karthik V,2026-01-25T14:06:00,,Open My PM List,
SC-001138,Technician QR,,,TECH-09,Sathish Kumar,2026-01-25T14:13:00,,Open My PM List,
SC-001139,Technician QR,,,TECH-04,Vignesh S,2026-01-25T16:02:00,,Open My PM List,
SC-001140,Machine QR,MC-005,Chip Conveyor CC-01,TECH-07,Ramesh Chandran,2026-01-25T18:56:00,,View Last PM,CELL-01
SC-001141,Machine QR,MC-023,Assy Conveyor CV-01,TECH-04,Vignesh S,2026-01-26T06:23:00,,Request Spare,CELL-05
SC-001142,Technician QR,,,TECH-03,Mohammed Rafi,2026-01-26T09:31:00,,Open My PM List,
SC-001143,Machine QR,MC-027,Robot Weld Cell RW-01,TECH-08,Karthik V,2026-01-26T20:54:00,,Report Breakdown,CELL-07
SC-001144,Machine QR,MC-018,HT Compressor AC-01,TECH-05,Prakash R,2026-01-27T07:03:00,WO-00149,Start PM Checklist,CELL-04
SC-001145,Technician QR,,,TECH-08,Karthik V,2026-01-27T18:03:00,,Open My PM List,
SC-001146,Technician QR,,,TECH-06,Deepak Nair,2026-01-27T18:26:00,,Open My PM List,
SC-001147,Technician QR,,,TECH-01,Arun Kumar,2026-01-28T13:15:00,,Open My PM List,
SC-001148,Machine QR,MC-023,Assy Conveyor CV-01,TECH-07,Ramesh Chandran,2026-01-28T15:17:00,WO-00204,Start PM Checklist,CELL-05
SC-001149,Technician QR,,,TECH-04,Vignesh S,2026-01-28T21:32:00,,Open My PM List,
SC-001150,Technician QR,,,TECH-03,Mohammed Rafi,2026-01-29T15:11:00,,Open My PM List,
SC-001151,Technician QR,,,TECH-02,Suresh Babu,2026-01-29T22:48:00,,Open My PM List,
SC-001152,Technician QR,,,TECH-07,Ramesh Chandran,2026-01-30T09:59:00,,Open My PM List,
SC-001153,Technician QR,,,TECH-09,Sathish Kumar,2026-01-30T13:13:00,,Open My PM List,
SC-001154,Technician QR,,,TECH-04,Vignesh S,2026-01-30T18:11:00,,Open My PM List,
SC-001155,Machine QR,MC-009,VMC MC-02,TECH-05,Prakash R,2026-01-30T19:52:00,,Log Abnormality,CELL-02
SC-001156,Technician QR,,,TECH-02,Suresh Babu,2026-02-01T07:51:00,,Open My PM List,
SC-001157,Technician QR,,,TECH-02,Suresh Babu,2026-02-01T10:53:00,,Open My PM List,
SC-001158,Machine QR,MC-022,Leak Test Rig LT-01,TECH-07,Ramesh Chandran,2026-02-01T13:47:00,WO-00203,Start PM Checklist,CELL-05
SC-001159,Machine QR,MC-033,Press Feeder PF-01,TECH-03,Mohammed Rafi,2026-02-01T17:34:00,,Record Spare Replaced,CELL-08
SC-001160,Technician QR,,,TECH-08,Karthik V,2026-02-02T09:16:00,,Open My PM List,
SC-001161,Technician QR,,,TECH-04,Vignesh S,2026-02-03T15:10:00,,Open My PM List,
SC-001162,Technician QR,,,TECH-03,Mohammed Rafi,2026-02-04T11:19:00,,Open My PM List,
SC-001163,Machine QR,MC-010,Gear Hobber GH-01,TECH-03,Mohammed Rafi,2026-02-04T11:43:00,WO-00104,Start PM Checklist,CELL-03
SC-001164,Technician QR,,,TECH-04,Vignesh S,2026-02-05T09:34:00,,Open My PM List,
SC-001165,Machine QR,MC-028,Robot Weld Cell RW-02,TECH-08,Karthik V,2026-02-06T09:44:00,,Log Abnormality,CELL-07
SC-001166,Technician QR,,,TECH-09,Sathish Kumar,2026-02-06T11:53:00,,Open My PM List,
